id,org_id,module_name,enabled,config,enabled_at,disabled_at,created_at,updated_at
d65be5f9-cd51-4094-bd26-56ff7ff20a9a,f13c1301-7373-4439-96d1-ef0f8535832f,audit_logging,f,{},,,2026-02-14 04:34:02.04404+00,2026-02-14 04:34:02.04404+00
138509ae-36de-417d-9f5b-79efac613fd5,f13c1301-7373-4439-96d1-ef0f8535832f,analytics,f,{},,,2026-02-14 04:34:02.04404+00,2026-02-14 04:34:02.04404+00
b9c662ac-46d7-4566-beab-2383103db4ee,eb9a2c1d-1b6a-4086-8fc1-1e8fd9737706,billing,f,{},,,2026-02-14 04:43:20.63163+00,2026-02-14 04:43:20.63163+00
85d1b3aa-76e9-4ce3-9d85-2aa960cec927,eb9a2c1d-1b6a-4086-8fc1-1e8fd9737706,file_management,f,{},,,2026-02-14 04:43:20.63163+00,2026-02-14 04:43:20.63163+00
69aff9e4-a6ea-4659-9579-449afaec7c6c,eb9a2c1d-1b6a-4086-8fc1-1e8fd9737706,audit_logging,f,{},,,2026-02-14 04:43:20.63163+00,2026-02-14 04:43:20.63163+00
adaf440e-19e0-49d8-9635-71e95d610601,eb9a2c1d-1b6a-4086-8fc1-1e8fd9737706,analytics,f,{},,,2026-02-14 04:43:20.63163+00,2026-02-14 04:43:20.63163+00
05044088-a4a6-4537-9aa1-37c785471ca7,eb9a2c1d-1b6a-4086-8fc1-1e8fd9737706,notifications,t,{},2026-02-14 04:43:20.774017+00,,2026-02-14 04:43:20.63163+00,2026-02-14 04:43:20.774017+00
32f8d522-86cc-4bff-a979-df42c153d590,24421b5e-6aac-420c-ad42-a63969032702,billing,f,{},,,2026-02-14 04:44:03.608672+00,2026-02-14 04:44:03.608672+00
45d75b69-c7a4-4b59-92f4-172fa30e7f7d,24421b5e-6aac-420c-ad42-a63969032702,file_management,f,{},,,2026-02-14 04:44:03.608672+00,2026-02-14 04:44:03.608672+00
8111d6a9-0d37-4b89-9004-aecfff362787,24421b5e-6aac-420c-ad42-a63969032702,audit_logging,f,{},,,2026-02-14 04:44:03.608672+00,2026-02-14 04:44:03.608672+00
5950d36e-40f9-438c-be7d-2aa2733beb5f,24421b5e-6aac-420c-ad42-a63969032702,analytics,f,{},,,2026-02-14 04:44:03.608672+00,2026-02-14 04:44:03.608672+00
6415d59e-3aaa-48bc-86f1-422cb521d204,24421b5e-6aac-420c-ad42-a63969032702,notifications,t,{},2026-02-14 04:44:03.717853+00,,2026-02-14 04:44:03.608672+00,2026-02-14 04:44:03.717853+00
d3da847e-61b5-4878-a261-2b8cb507b201,0be73761-7939-41ff-ba6e-58786e088a3c,billing,f,{},,,2026-02-14 04:45:07.119679+00,2026-02-14 04:45:07.119679+00
739f8012-5322-4d12-b94b-ae325c1836f2,0be73761-7939-41ff-ba6e-58786e088a3c,file_management,f,{},,,2026-02-14 04:45:07.119679+00,2026-02-14 04:45:07.119679+00
0450b1e6-f432-4fb7-a453-881e1d461a09,0be73761-7939-41ff-ba6e-58786e088a3c,audit_logging,f,{},,,2026-02-14 04:45:07.119679+00,2026-02-14 04:45:07.119679+00
02a4dd19-8063-4ce0-8b4e-bfe15e3d50b8,0be73761-7939-41ff-ba6e-58786e088a3c,analytics,f,{},,,2026-02-14 04:45:07.119679+00,2026-02-14 04:45:07.119679+00
c7b36b80-72df-452e-b8ca-9f685dc4951c,0be73761-7939-41ff-ba6e-58786e088a3c,notifications,t,{},2026-02-14 04:45:07.202138+00,,2026-02-14 04:45:07.119679+00,2026-02-14 04:45:07.202138+00
